Server_No,IP,ssh,SSH_Status,Tomcat_Name,Tomcat_Status,Application_Name,SHA_ID,CPU_Cores,Mem_Total_MiB,Mem_Used_MiB,Mem_Free_MiB,Default_Config_URL
52,10.30.161.203,ssh passed,tomcat8-smppsender06,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,18958,3337,/jndi/rmi://10.30.161.217:9999/jmxrmi
52,10.30.161.203,ssh passed,tomcat8-smppsender07,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,18958,3337,/jndi/rmi://10.30.161.217:9999/jmxrmi
52,10.30.161.203,ssh passed,tomcat8-smppsendercallback01,UP,SMPPSenderCallBack,81f991eee6f6621f03860771b285ef41fea40b3a,24,48122,18958,3337,/jndi/rmi://10.30.161.217:9999/jmxrmi
52,10.30.161.203,ssh passed,tomcat8-smppsendercallback02,UP,SMPPSenderCallBack,81f991eee6f6621f03860771b285ef41fea40b3a,24,48122,18958,3337,/jndi/rmi://10.30.161.217:9999/jmxrmi
53,10.30.161.25,ssh passed,tomcat8-smppsender01,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,18620,496,/jndi/rmi://10.30.161.217:9999/jmxrmi
53,10.30.161.25,ssh passed,tomcat8-smppsender02,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,18620,496,/jndi/rmi://10.30.161.217:9999/jmxrmi
53,10.30.161.25,ssh passed,tomcat8-smppsender03,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,18620,496,/jndi/rmi://10.30.161.217:9999/jmxrmi
53,10.30.161.25,ssh passed,tomcat8-smppsender04,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,18620,496,/jndi/rmi://10.30.161.217:9999/jmxrmi
53,10.30.161.25,ssh passed,tomcat8-smppsender05,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,18620,496,/jndi/rmi://10.30.161.217:9999/jmxrmi
53,10.30.161.25,ssh passed,tomcat8-smppsender06,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,18620,496,/jndi/rmi://10.30.161.217:9999/jmxrmi
53,10.30.161.25,ssh passed,tomcat8-smppsender07,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,18620,496,/jndi/rmi://10.30.161.217:9999/jmxrmi
53,10.30.161.25,ssh passed,tomcat8-smppsendercallback01,UP,SMPPSenderCallBack,81f991eee6f6621f03860771b285ef41fea40b3a,24,48122,18620,496,/jndi/rmi://10.30.161.217:9999/jmxrmi
53,10.30.161.25,ssh passed,tomcat8-smppsendercallback02,UP,SMPPSenderCallBack,81f991eee6f6621f03860771b285ef41fea40b3a,24,48122,18620,496,/jndi/rmi://10.30.161.217:9999/jmxrmi
54,10.30.161.26,ssh passed,tomcat8-smppsender01,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,19045,4299,/jndi/rmi://10.30.161.217:9999/jmxrmi
54,10.30.161.26,ssh passed,tomcat8-smppsender02,UP,SMPPSender,eac148fcf08d0a637fd9421d14dfeae9fbab41f6,24,48122,19045,4299,/jndi/rmi://10.30.161.217:9999/jmxrmi
